WKT,nombre,descripción
"POLYGON ((-70.4891 -33.541369, -70.49485 -33.542626000000006, -70.500324 -33.545829000000005, -70.51047 -33.542898, -70.514304 -33.541719, -70.51662 -33.542453, -70.51949 -33.542885000000005, -70.529928 -33.544835000000006, -70.532468 -33.545299, -70.54161500000001 -33.546907, -70.5539 -33.548095, -70.55445 -33.548053, -70.568163 -33.547561, -70.563353 -33.55332500000001, -70.557255 -33.56085099999999, -70.563913 -33.562158999999994, -70.584576 -33.565691, -70.583924 -33.568913, -70.592177 -33.569993, -70.592489 -33.570223000000006, -70.592764 -33.569985, -70.597699 -33.567899, -70.597982 -33.567734, -70.59952 -33.567365, -70.600784 -33.567582, -70.605147 -33.56883400000001, -70.611387 -33.570231, -70.609401 -33.580765, -70.609992 -33.580896, -70.609426 -33.586958, -70.608561 -33.58715499999998, -70.607004 -33.59594999999999, -70.606074 -33.602083, -70.618176 -33.603905, -70.626838 -33.604897, -70.626655 -33.610164, -70.626526 -33.61875100000001, -70.62762 -33.623164, -70.628576 -33.627907, -70.629507 -33.63211400000001, -70.630706 -33.638522, -70.631269 -33.64171000000002, -70.631926 -33.644153, -70.628409 -33.64253900000001, -70.625956 -33.64240600000001, -70.622897 -33.64315500000001, -70.621265 -33.643103, -70.617733 -33.64342, -70.614926 -33.643077, -70.61087 -33.642066, -70.606907 -33.641295, -70.601805 -33.640708, -70.598229 -33.639695, -70.597187 -33.637385, -70.595188 -33.637614, -70.591538 -33.638169, -70.590217 -33.637707999999996, -70.589607 -33.635978, -70.58779300000002 -33.634874, -70.585681 -33.633778, -70.583114 -33.634389, -70.580945 -33.634247000000016, -70.579666 -33.631103, -70.57717 -33.627825, -70.575301 -33.626431, -70.571273 -33.625258, -70.567947 -33.625975, -70.566847 -33.624317, -70.566533 -33.621099, -70.564596 -33.620316, -70.5611 -33.620481, -70.557371 -33.621085, -70.554535 -33.619941, -70.550862 -33.61844, -70.547672 -33.61841, -70.544023 -33.61808, -70.541084 -33.619982, -70.538474 -33.619329, -70.534878 -33.61708600000001, -70.533032 -33.616271, -70.529037 -33.61594699999999, -70.525692 -33.616147000000005, -70.519577 -33.615768, -70.516704 -33.61370800000001, -70.51349000000002 -33.61365, -70.510178 -33.613424, -70.508313 -33.611734000000006, -70.508612 -33.608993, -70.506668 -33.607769, -70.50338 -33.60861899999999, -70.500267 -33.608203, -70.497954 -33.60509, -70.501093 -33.60123200000001, -70.497766 -33.600376, -70.491109 -33.597782, -70.488079 -33.594974, -70.484237 -33.594661, -70.480181 -33.593906, -70.478841 -33.589664, -70.477029 -33.589242000000006, -70.478266 -33.580507, -70.480813 -33.57539500000001, -70.485089 -33.566823, -70.489112 -33.559717, -70.487717 -33.554154999999994, -70.485986 -33.548026, -70.486758 -33.544439, -70.486075 -33.540658, -70.4891 -33.541369))",PUENTE ALTO,Germán Codina Powers (RN)
"POLYGON ((-70.751881 -33.39034800000001, -70.748584 -33.390541, -70.745002 -33.389698, -70.741989 -33.38918, -70.740985 -33.389207, -70.739523 -33.390215, -70.73878 -33.390674, -70.738235 -33.391966, -70.737296 -33.392653, -70.736716 -33.393254, -70.734963 -33.392523, -70.732593 -33.392447999999995, -70.731143 -33.392326, -70.728698 -33.391954, -70.7221 -33.39072, -70.715318 -33.39048199999999, -70.711264 -33.390705, -70.70225700000002 -33.383047, -70.696208 -33.383446, -70.696076 -33.384249, -70.693779 -33.383852, -70.694654 -33.381729, -70.693722 -33.38142, -70.693417 -33.381381, -70.695148 -33.37758999999999, -70.698622 -33.370034, -70.70017 -33.36622599999999, -70.698807 -33.366014, -70.696684 -33.365897, -70.689659 -33.366207, -70.689766 -33.363248999999996, -70.691135 -33.358814, -70.691699 -33.35705999999999, -70.692306 -33.354504, -70.692895 -33.35243799999999, -70.69376 -33.35023799999999, -70.694235 -33.344991, -70.694419 -33.343577, -70.694256 -33.342439, -70.693578 -33.341137, -70.692872 -33.339859, -70.692437 -33.338681, -70.692659 -33.337073000000004, -70.693536 -33.334424999999996, -70.694141 -33.333344, -70.695265 -33.33224800000001, -70.699055 -33.329201, -70.70402 -33.325582, -70.705098 -33.324253, -70.705983 -33.321757, -70.706705 -33.319746, -70.70699 -33.318566, -70.707142 -33.318513, -70.707151 -33.318133, -70.706964 -33.317627, -70.706709 -33.317245, -70.706874 -33.316840000000006, -70.707222 -33.316689, -70.708497 -33.316545, -70.709013 -33.316704, -70.70999 -33.317147, -70.71076 -33.317068000000006, -70.71105800000001 -33.316906, -70.710984 -33.317217, -70.711282 -33.318534, -70.711104 -33.31919299999999, -70.710881 -33.319392, -70.709915 -33.319865, -70.70858500000001 -33.32191099999999, -70.719493 -33.324469, -70.727913 -33.326378, -70.735556 -33.328113, -70.757429 -33.33323800000001, -70.774735 -33.33734799999999, -70.792526 -33.341531, -70.794642 -33.34481499999999, -70.795274 -33.344339, -70.796405 -33.34497000000001, -70.797431 -33.346978, -70.799144 -33.348506, -70.799893 -33.348361000000004, -70.801898 -33.348985, -70.803563 -33.350542000000004, -70.804095 -33.351184, -70.80472 -33.352148, -70.805105 -33.35267, -70.806988 -33.353107, -70.807516 -33.35399100000001, -70.808101 -33.355275, -70.751881 -33.39034800000001))",QUILICURA,Juan Carrasco Contreras (ind)
 
"POLYGON ((-70.72216 -33.412005, -70.721458 -33.412418, -70.720655 -33.412677, -70.719358 -33.413232, -70.71724700000001 -33.414524, -70.71582 -33.415147, -70.716713 -33.416432, -70.717055 -33.417974, -70.717704 -33.420953, -70.718555 -33.424123, -70.719586 -33.428137, -70.720755 -33.432848, -70.721191 -33.43522, -70.721468 -33.43665300000001, -70.717049 -33.437256, -70.710357 -33.438184, -70.70707 -33.438093, -70.707225 -33.441505, -70.707337 -33.44287899999999, -70.707277 -33.446593, -70.707132 -33.448764, -70.706354 -33.448692, -70.698005 -33.447716, -70.692389 -33.447968, -70.692299 -33.44791699999999, -70.69217 -33.446113, -70.692087 -33.44448799999999, -70.691852 -33.44271, -70.691766 -33.440654, -70.691777 -33.439336, -70.691556 -33.439251, -70.687652 -33.438959, -70.684079 -33.438696, -70.684253 -33.437564, -70.683774 -33.43749, -70.683691 -33.436518, -70.682549 -33.436238, -70.681003 -33.436019, -70.68086100000001 -33.437245, -70.68128 -33.437362, -70.681256 -33.438464, -70.68007500000002 -33.438406, -70.680234 -33.43658, -70.680269 -33.43574, -70.680515 -33.43301, -70.680626 -33.431622, -70.680764 -33.429882, -70.68066 -33.429024, -70.680321 -33.428298, -70.679147 -33.42739400000001, -70.677514 -33.426871000000006, -70.676528 -33.426843, -70.676164 -33.4269, -70.67191 -33.428253, -70.671491 -33.42651, -70.67266 -33.426165, -70.673614 -33.425775, -70.67509 -33.425147, -70.676294 -33.42462700000001, -70.677746 -33.423982, -70.679691 -33.42309800000001, -70.681391 -33.42235199999999, -70.683786 -33.421342, -70.68564 -33.420621, -70.686856 -33.420367, -70.688176 -33.419855, -70.688881 -33.419282, -70.690567 -33.418388, -70.69155000000002 -33.417553, -70.692307 -33.416382, -70.692704 -33.41562, -70.69309 -33.41533299999999, -70.69352 -33.414899, -70.694254 -33.414352, -70.695012 -33.41375300000001, -70.696111 -33.41293, -70.69651 -33.412708, -70.697301 -33.412268, -70.698111 -33.411741, -70.699531 -33.410784, -70.700163 -33.4101, -70.700357 -33.409974, -70.701087 -33.40952, -70.701881 -33.409133, -70.703022 -33.408611, -70.704231 -33.408158, -70.704846 -33.408046, -70.705625 -33.407889, -70.708712 -33.40788400000001, -70.710234 -33.407964, -70.7109 -33.40784500000001, -70.713097 -33.40805900000001, -70.71376 -33.408373, -70.714432 -33.408792, -70.714933 -33.40928499999999, -70.715685 -33.409635, -70.717267 -33.409899, -70.718128 -33.409892, -70.718786 -33.410071, -70.719335 -33.410117, -70.719775 -33.410216, -70.720394 -33.410307, -70.720988 -33.410652, -70.721491 -33.41088400000001, -70.722373 -33.411536999999996, -70.722572 -33.411642, -70.72216 -33.412005))",QUINTA NORMAL,Carmen Gloria Fernández (PDC)
 
"POLYGON ((-70.615459 -33.400890000000004, -70.618292 -33.398728, -70.623477 -33.395125, -70.627847 -33.39257299999999, -70.631126 -33.39007800000001, -70.645174 -33.380848, -70.650323 -33.378761, -70.651787 -33.378224, -70.655071 -33.377094, -70.656719 -33.376454, -70.657289 -33.377527, -70.657728 -33.378386, -70.657714 -33.378694, -70.657514 -33.381971, -70.657349 -33.384344, -70.657223 -33.385805, -70.657234 -33.386122, -70.657302 -33.387438, -70.657442 -33.388861, -70.657362 -33.390174, -70.657258 -33.391894, -70.657323 -33.392977, -70.657453 -33.394893, -70.657527 -33.39568, -70.657772 -33.39759600000001, -70.658241 -33.399571, -70.658258 -33.400327000000004, -70.6578 -33.402392, -70.657143 -33.40531399999999, -70.653119 -33.406389, -70.653248 -33.40718, -70.653186 -33.407253999999995, -70.653155 -33.408051, -70.65317000000002 -33.410301, -70.652853 -33.41142200000001, -70.652765 -33.412467, -70.652747 -33.414147, -70.6527 -33.417497999999995, -70.651798 -33.417511, -70.65013600000002 -33.417836, -70.650274 -33.418562, -70.650592 -33.420142, -70.650674 -33.420778, -70.651147 -33.42429200000001, -70.651228 -33.425142, -70.65161 -33.430251, -70.651708 -33.431254, -70.651637 -33.431987, -70.645113 -33.43353, -70.63783200000002 -33.435203, -70.635362 -33.43578500000001, -70.63595 -33.432579, -70.636255 -33.430872, -70.636292 -33.43058800000001, -70.636075 -33.430129, -70.635848 -33.42949900000001, -70.634328 -33.427183, -70.633696 -33.42477, -70.632892 -33.422537, -70.631726 -33.42119, -70.63012000000002 -33.419882, -70.627551 -33.418886, -70.625403 -33.417480000000005, -70.624303 -33.41579300000001, -70.622161 -33.414729, -70.618485 -33.41242, -70.616219 -33.41024, -70.61422 -33.40810100000001, -70.610227 -33.406046, -70.610041 -33.404773999999996, -70.610128 -33.402857999999995, -70.615459 -33.400890000000004))",RECOLETA,Daniel Jadue Jadue (PCCh)
 
"POLYGON ((-70.780663 -33.403833, -70.782122 -33.405278, -70.782481 -33.406558, -70.782458 -33.409393, -70.78216 -33.413742, -70.781471 -33.413891, -70.778766 -33.41393299999999, -70.775925 -33.413716, -70.77343 -33.414251, -70.771672 -33.414573, -70.768869 -33.41445, -70.766011 -33.41373, -70.762749 -33.413048, -70.760253 -33.41249700000001, -70.759003 -33.41235, -70.756812 -33.41265, -70.755694 -33.412710000000004, -70.754101 -33.412581, -70.752046 -33.4123, -70.750767 -33.41226000000001, -70.749244 -33.412242, -70.747349 -33.412445, -70.746615 -33.412474, -70.745588 -33.412465, -70.744559 -33.412386, -70.743628 -33.412206, -70.742026 -33.412227, -70.740953 -33.412309, -70.738818 -33.41234, -70.737468 -33.41222, -70.735735 -33.41214200000001, -70.73383800000002 -33.412367, -70.732977 -33.41240899999999, -70.731813 -33.41254, -70.729927 -33.412882, -70.728905 -33.41334500000001, -70.727967 -33.413616, -70.72691 -33.413275, -70.726129 -33.413025, -70.725205 -33.412745, -70.724634 -33.412516, -70.723965 -33.412137, -70.723043 -33.411789, -70.722385 -33.411538, -70.721475 -33.410859, -70.720374 -33.410301, -70.71936800000002 -33.410105, -70.718808 -33.410056, -70.718122 -33.409866, -70.717323 -33.409891, -70.71663700000002 -33.409809, -70.715679 -33.40961800000001, -70.714904 -33.40924999999999, -70.714428 -33.408803999999996, -70.713783 -33.408376, -70.713091 -33.40803699999999, -70.712279 -33.407948, -70.710936 -33.407841, -70.710248 -33.407941, -70.708665 -33.407862, -70.707183 -33.407863, -70.705597 -33.407873, -70.704264 -33.408142, -70.702933 -33.408619, -70.70108 -33.409503, -70.700192 -33.410078, -70.699535 -33.410751, -70.698646 -33.411375, -70.697329 -33.412248, -70.696192 -33.412883, -70.694798 -33.413903000000005, -70.693571 -33.41486, -70.69271 -33.415617, -70.69225000000002 -33.416436, -70.691533 -33.41755, -70.690551 -33.418386999999996, -70.688865 -33.419276, -70.688171 -33.419846, -70.686881 -33.42035, -70.685629 -33.420608, -70.683248 -33.421547999999994, -70.680437 -33.422766, -70.678404 -33.423664, -70.676341 -33.424598, -70.672598 -33.426188999999994, -70.671463 -33.426499, -70.671268 -33.425967, -70.671787 -33.425261, -70.672617 -33.424341, -70.673775 -33.422851, -70.674493 -33.42195, -70.675095 -33.421438, -70.676717 -33.420488, -70.677454 -33.419908, -70.677691 -33.419593, -70.67812000000002 -33.419039, -70.678521 -33.418419, -70.678805 -33.417565, -70.678901 -33.416638000000006, -70.67915 -33.41509, -70.679554 -33.411792, -70.679981 -33.40852099999999, -70.680279 -33.40632500000001, -70.680452 -33.405687, -70.680857 -33.404754, -70.681492 -33.403665999999994, -70.682525 -33.401977, -70.683752 -33.399866, -70.685237 -33.397435, -70.686529 -33.395354, -70.687686 -33.393349, -70.688615 -33.391804, -70.68914 -33.390861, -70.689683 -33.389737, -70.690657 -33.387645, -70.691682 -33.38546, -70.692051 -33.384471999999995, -70.693421 -33.381391, -70.693661 -33.381419, -70.694612 -33.381743, -70.693777 -33.38384500000001, -70.696069 -33.384263000000004, -70.69623800000001 -33.383454, -70.702265 -33.383042, -70.70256200000001 -33.383339, -70.706518 -33.3867, -70.708837 -33.388663, -70.711248 -33.390707, -70.712966 -33.390627, -70.715389 -33.390499000000005, -70.717913 -33.390562, -70.722064 -33.390709, -70.725498 -33.39137999999999, -70.729204 -33.392056, -70.730776 -33.392272, -70.732425 -33.392425, -70.734999 -33.392528999999996, -70.73669 -33.393263, -70.73731000000001 -33.392684, -70.738241 -33.391964, -70.738792 -33.390661, -70.740999 -33.38922, -70.741972 -33.389195, -70.748717 -33.390571, -70.751804 -33.390364, -70.759352 -33.385711, -70.780663 -33.403833))",RENCA,Claudio Castro Salas (PDC)
"POLYGON ((-70.81199525979831 -33.724376435110116, -70.813442 -33.72495, -70.816784 -33.723541, -70.819169 -33.72222, -70.82157 -33.72187, -70.823968 -33.721993, -70.823808 -33.726627, -70.822386 -33.72822600000001, -70.822735 -33.732283, -70.822551 -33.742012, -70.83007 -33.746791, -70.828649 -33.75194499999999, -70.823832 -33.756136000000005, -70.81199525979831 -33.74822515989636, -70.798472 -33.739184, -70.740113 -33.697067, -70.72441 -33.690264, -70.718941 -33.686256, -70.714779 -33.682149, -70.714496 -33.676837, -70.71060251391113 -33.671069353380496, -70.710499 -33.670916, -70.705189 -33.663771, -70.700333 -33.663664999999995, -70.695504 -33.661323, -70.689325 -33.661236, -70.68176200000002 -33.661497, -70.67447 -33.65968600000001, -70.667301 -33.658455000000004, -70.660602 -33.654745, -70.655383 -33.651588, -70.648316 -33.64904200000001, -70.641647 -33.646737, -70.635897 -33.645168, -70.632544 -33.645985, -70.630469 -33.645649, -70.632116 -33.643986, -70.631118 -33.641169999999995, -70.630162 -33.636238, -70.628847 -33.628033, -70.644661 -33.627853, -70.64329200000002 -33.621945999999994, -70.646925 -33.621985, -70.643377 -33.610189, -70.670645 -33.607336, -70.668791 -33.601887000000005, -70.66676 -33.596206, -70.665029 -33.590772, -70.663207 -33.58528, -70.66975 -33.583899, -70.676704 -33.582485, -70.680031 -33.581175, -70.684295 -33.579464, -70.694382 -33.575535, -70.697452 -33.57432899999999, -70.70088 -33.572954, -70.698145 -33.56701, -70.69675 -33.563951, -70.697106 -33.563597, -70.695442 -33.555881, -70.693149 -33.556081, -70.69114 -33.551789, -70.68740000000001 -33.543565, -70.686344 -33.541233999999996, -70.68655 -33.541009, -70.685385 -33.539141, -70.689342 -33.53773799999999, -70.693066 -33.53638000000001, -70.698066 -33.53453400000001, -70.700371 -33.533685, -70.707308 -33.531092, -70.716589 -33.527824, -70.725993 -33.524213, -70.734151 -33.533853, -70.75355100000002 -33.555345, -70.761933 -33.56434099999999, -70.767556 -33.571921, -70.759861 -33.574826, -70.755413 -33.576628, -70.753591 -33.581577, -70.751264 -33.584117, -70.749428 -33.586576, -70.745882 -33.5894, -70.742352 -33.594499, -70.741043 -33.598769, -70.741185 -33.604214, -70.747119 -33.609347, -70.750797 -33.615179, -70.747903 -33.622366, -70.743984 -33.628856000000006, -70.73617 -33.63310700000001, -70.737188 -33.63653000000001, -70.738616 -33.63978399999999, -70.74272100000002 -33.640825, -70.747234 -33.643408, -70.75706400000001 -33.646877, -70.776459 -33.640082, -70.788836 -33.640128999999995, -70.80106 -33.651699, -70.802246 -33.657792, -70.806018 -33.65882, -70.808157 -33.659322, -70.810447 -33.660834, -70.809773 -33.661269999999995, -70.809163 -33.662419, -70.807595 -33.663662, -70.806238 -33.664725999999995, -70.804973 -33.665836, -70.803655 -33.666929, -70.802652 -33.667187, -70.801276 -33.666797, -70.801192 -33.66814299999999, -70.800974 -33.668963, -70.801619 -33.670657, -70.801156 -33.671282, -70.80311700000001 -33.67452, -70.801557 -33.678471, -70.79982 -33.681942, -70.797538 -33.684698, -70.7975099949826 -33.685071164385114, -70.797276 -33.68818900000001, -70.795312 -33.69003, -70.794775 -33.69424, -70.793102 -33.69797, -70.796461 -33.70242, -70.796732 -33.705204, -70.799225 -33.70586800000001, -70.801442 -33.710502, -70.805035 -33.71301, -70.806976 -33.71695, -70.80779500000001 -33.721108, -70.810332 -33.723717, -70.81199525979831 -33.724376435110116))",SAN BERNARDO,Leonel Cádiz Soto (PS)
"POLYGON ((-70.641875 -33.47825000000001, -70.64178 -33.480899, -70.641597 -33.481993, -70.64124 -33.485015, -70.64089 -33.487441, -70.640408 -33.491337, -70.639914 -33.494891, -70.639573 -33.497335, -70.639268 -33.500988, -70.639012 -33.50356899999999, -70.638988 -33.50334, -70.638634 -33.507204, -70.63765 -33.511372, -70.637233 -33.513102999999994, -70.636848 -33.516589, -70.636605 -33.518736999999994, -70.628219 -33.51787899999999, -70.627149 -33.517691, -70.624132 -33.516381, -70.620237 -33.51444200000001, -70.615078 -33.51307, -70.611305 -33.51307, -70.611642 -33.510355, -70.612014 -33.509984, -70.613785 -33.508214, -70.61409200000001 -33.507706000000006, -70.614304 -33.50630000000001, -70.615066 -33.502883, -70.616455 -33.496438, -70.617477 -33.491844, -70.6186 -33.48735, -70.618784 -33.487217, -70.619737 -33.486233, -70.620099 -33.485752999999995, -70.620567 -33.484598, -70.620821 -33.483144, -70.621598 -33.480239000000005, -70.622977 -33.474964, -70.624007 -33.471499, -70.624065 -33.470751, -70.624304 -33.470164, -70.625148 -33.469544, -70.62536 -33.469952000000006, -70.626424 -33.471241, -70.627992 -33.472063999999996, -70.631698 -33.473371, -70.635137 -33.474634, -70.636894 -33.475284, -70.63909 -33.476004, -70.640592 -33.47628499999999, -70.641966 -33.4764, -70.641875 -33.47825000000001))",SAN JOAQUÍN,Sergio Echeverría García (ind/PS)
 
"POLYGON ((-70.670963 -33.51069, -70.662927 -33.513169, -70.6581 -33.51468100000001, -70.649841 -33.516289, -70.641024 -33.51803, -70.637346 -33.518765, -70.636617 -33.518752, -70.636739 -33.51797100000001, -70.636781 -33.517023, -70.636946 -33.51610999999999, -70.637034 -33.51513, -70.637273 -33.512999, -70.637977 -33.509988, -70.638173 -33.509186, -70.638627 -33.50718500000001, -70.638891 -33.504707, -70.639246 -33.501103, -70.639553 -33.497712, -70.639857 -33.495286, -70.640342 -33.491798, -70.640812 -33.488032, -70.641197 -33.48538799999999, -70.641547 -33.48224799999999, -70.641753 -33.480934, -70.641854 -33.478784, -70.641967 -33.476354, -70.64359700000001 -33.476439, -70.645285 -33.476504, -70.647667 -33.476591, -70.648562 -33.476736, -70.650053 -33.476669, -70.651583 -33.47658, -70.653607 -33.476588, -70.654913 -33.476489, -70.670963 -33.51069))",SAN MIGUEL,Luis Sanhueza Bravo (RN)
"POLYGON ((-70.644609 -33.517477, -70.645143 -33.519406, -70.645675 -33.52132999999999, -70.646115 -33.522926999999996, -70.646212 -33.523295, -70.646495 -33.523858, -70.646583 -33.524219, -70.647107 -33.526175, -70.647724 -33.528269, -70.647934 -33.528547, -70.6484 -33.530386, -70.649258 -33.533322000000005, -70.649727 -33.53497, -70.650475 -33.537742, -70.651215 -33.54025399999999, -70.65194 -33.542736, -70.652347 -33.544685, -70.653111 -33.547482, -70.65415 -33.551096, -70.654494 -33.552879, -70.654902 -33.554984, -70.653385 -33.555201, -70.649123 -33.555849, -70.645501 -33.556454, -70.635305 -33.557753, -70.632096 -33.558149, -70.631027 -33.558086, -70.631826 -33.554431, -70.632057 -33.553464999999996, -70.632481 -33.551538, -70.632759 -33.55028300000001, -70.633348 -33.547382, -70.633618 -33.545903, -70.633763 -33.54485900000001, -70.633958 -33.543434000000005, -70.634087 -33.542609000000006, -70.634229 -33.541386, -70.634462 -33.539619, -70.634565 -33.53704199999999, -70.634602 -33.535573, -70.63466900000002 -33.53412899999999, -70.634862 -33.532251, -70.635144 -33.530829, -70.635519 -33.529039, -70.635565 -33.527385, -70.635703 -33.526319, -70.636388 -33.5208, -70.636634 -33.518736000000004, -70.637367 -33.518758, -70.639268 -33.518384, -70.641967 -33.51784000000001, -70.64456 -33.517348, -70.644609 -33.517477))",SAN RAMÓN,Miguel Ángel Aguilera (PS)
 
"POLYGON ((-70.67916 -33.469425, -70.679747 -33.470362, -70.680145 -33.470577000000006, -70.68012 -33.47070500000001, -70.678501 -33.470705, -70.677615 -33.470674, -70.673884 -33.47066000000001, -70.672944 -33.470691, -70.67293000000001 -33.472383, -70.672948 -33.474765, -70.673119 -33.474883, -70.673253 -33.475207999999995, -70.673521 -33.475578999999996, -70.673802 -33.475803, -70.674528 -33.476001, -70.674577 -33.476564, -70.674565 -33.476767, -70.675083 -33.47689, -70.67646 -33.476919, -70.678137 -33.476907000000004, -70.679181 -33.476932, -70.679224 -33.478291, -70.678634 -33.478325, -70.677049 -33.478342, -70.675605 -33.47837, -70.673205 -33.478479, -70.671592 -33.478479, -70.671609 -33.47774700000001, -70.671615 -33.476772, -70.671585 -33.476046, -70.669649 -33.475998, -70.668444 -33.47601300000001, -70.664874 -33.47590600000001, -70.66341 -33.47583900000001, -70.661266 -33.475824, -70.66022 -33.475933, -70.65834 -33.476102, -70.654927 -33.476473, -70.653617 -33.476601, -70.651488 -33.476582, -70.65000700000002 -33.476676, -70.648512 -33.476745, -70.647835 -33.476627, -70.646938 -33.47656, -70.645092 -33.476496, -70.641977 -33.47637, -70.64061000000001 -33.476271, -70.639268 -33.476020000000005, -70.637752 -33.475534, -70.636384 -33.475087, -70.63154900000002 -33.47330300000001, -70.627955 -33.472019, -70.626429 -33.471216, -70.625358 -33.469939, -70.625165 -33.469515, -70.625874 -33.469021, -70.626046 -33.46855999999999, -70.626635 -33.466514000000004, -70.628021 -33.461807, -70.629607 -33.456202, -70.630386 -33.453779, -70.630923 -33.451877999999994, -70.6317 -33.449299, -70.633884 -33.441812, -70.634555 -33.439462, -70.63514 -33.437751999999996, -70.635387 -33.436841, -70.635386 -33.436387, -70.635364 -33.435788, -70.635788 -33.435673, -70.638809 -33.43497299999999, -70.64006 -33.434697, -70.645337 -33.433482, -70.648051 -33.432821, -70.648775 -33.43263499999999, -70.653032 -33.431681, -70.656407 -33.43088999999999, -70.657242 -33.430496, -70.658448 -33.429962, -70.65966400000002 -33.429729, -70.660364 -33.42951399999999, -70.66194 -33.428951, -70.663 -33.428774000000004, -70.665358 -33.42791700000001, -70.666964 -33.427302, -70.671225 -33.425949, -70.671475 -33.4265, -70.671769 -33.427549, -70.671916 -33.428285, -70.673367 -33.427765, -70.675509 -33.427065, -70.676494 -33.426834, -70.67756 -33.426852, -70.679052 -33.42731199999999, -70.679685 -33.427751, -70.68029800000001 -33.428313, -70.680646 -33.429014, -70.680773 -33.429901, -70.680059 -33.43845300000001, -70.681276 -33.438495999999994, -70.681331 -33.43736, -70.680859 -33.437281, -70.681022 -33.436011, -70.682916 -33.436277, -70.68368 -33.436496999999996, -70.683757 -33.437491, -70.684255 -33.437584, -70.684067 -33.438719999999996, -70.687283 -33.438952, -70.689503 -33.439097, -70.691563 -33.439232, -70.691774 -33.439339, -70.691728 -33.440809, -70.691834 -33.442423, -70.692083 -33.444488, -70.689893 -33.444393, -70.688674 -33.44433, -70.684189 -33.444094, -70.681942 -33.443978, -70.68021 -33.443918, -70.679574 -33.443926, -70.679451 -33.445349, -70.679196 -33.448369, -70.679084 -33.44962, -70.678905 -33.450971, -70.677818 -33.450716, -70.67793 -33.452363, -70.678147 -33.455544, -70.678488 -33.46004800000001, -70.679152 -33.469328999999995, -70.67916 -33.469425))",SANTIAGO,Felipe Alessandri Vergara (RN)
"POLYGON ((-70.584525 -33.35062500000001, -70.586558 -33.353431, -70.592602 -33.355693, -70.596196 -33.359462, -70.600058 -33.362974, -70.597058 -33.365828, -70.597067 -33.369242, -70.597638 -33.371813, -70.601274 -33.374614, -70.603255 -33.377518, -70.604137 -33.380787, -70.60387200000001 -33.383336, -70.602111 -33.386451, -70.60302 -33.390455, -70.604918 -33.393381, -70.606676 -33.39485100000001, -70.607529 -33.398628, -70.610131 -33.402821, -70.61018 -33.406102, -70.60803200000001 -33.408324, -70.603906 -33.408994, -70.602367 -33.408246, -70.60138 -33.408108, -70.599086 -33.408081, -70.596959 -33.407388, -70.588409 -33.404461, -70.585568 -33.403861000000006, -70.581406 -33.402131, -70.571115 -33.398039, -70.55685 -33.39296499999999, -70.548231 -33.389883, -70.53809800000002 -33.385736, -70.53420600000001 -33.38426599999999, -70.531492 -33.38141, -70.528193 -33.378038000000004, -70.52595 -33.37634500000001, -70.52135 -33.37450299999999, -70.517704 -33.372692, -70.518762 -33.371143, -70.520479 -33.369756, -70.525022 -33.369114, -70.526807 -33.369799, -70.530455 -33.37022400000001, -70.534918 -33.370367, -70.540298 -33.370634, -70.557188 -33.358801, -70.565151 -33.356769, -70.567488 -33.35552599999999, -70.570581 -33.356937, -70.573585 -33.355411, -70.575481 -33.353258, -70.578015 -33.352086, -70.579375 -33.35197, -70.580619 -33.35088, -70.584128 -33.350672, -70.584525 -33.35062500000001))",VITACURA,Raúl Torrealba del Pedregal (RN)
